title,rating,body,author,date,processed_body
Contento,"5,0 de 5 estrellas","Fácil de limpiar
Buen café
Poco ruido y
Calienta rapido",guti,Revisado en España el 15 de enero de 2023,fácil limpiar buen ruido calienta rapido
Llegó rota,"1,0 de 5 estrellas","Llegó rota, perdía agua del depósito todo el tiempo y solo hizo bien los cafés el primer día, después no cogía la temperatura y el marcador de temperatura se marcaba a la mitad. Un desastre, fue un regalo y no admite cambio por otra porque es un vendedor externo, así que la devuelvo y por lo menos recupero el dinero :(",Lydia,Revisado en España el 11 de enero de 2023,llegó rota perdía depósito tiempo solo hizo cafés primer día después cogía temperatura marcador temperatura marcaba mitad desastre regalo admite cambio vendedor externo así devuelvo menos recupero dinero
No es automática pero hace buen cafe,"4,0 de 5 estrellas","Fácil de limpiar, muy bonita y hace buen café. El problema es que no es automatica y tienes que estar pendiente de pararla cuando haces café. El calentador de agua a presión para la espuma de la leche funciona super bien. En general estoy satisfecha pero me falla que no es automática",Vanessa c.,Revisado en España el 5 de enero de 2023,fácil limpiar bonita buen problema automatica pendiente pararla haces calentador presión espuma funciona super general satisfecha falla automática
Mango duro al principio,"4,0 de 5 estrellas","Hace un café espumosito. 2° día de uso. Decir que el mango venía muy recio y me resultó muy difícil encajarlo, pero forzando ya va. Recomiendo al vendedor, que el fabricante pruebe cada máquina antes de sacarla al mercado. Respecto a las manchas que leí en algún comentario, limpiarla con un paño húmedo y queda perfecta. Me la compré en rosa.",Carmen González,Revisado en España el 31 de diciembre de 2022,espumosito día uso decir mango venía recio resultó difícil encajarlo forzando recomiendo vendedor fabricante pruebe cada sacarla mercado respecto manchas leí algún comentario limpiarla paño húmedo queda perfecta compré rosa
Un quiero y no puedo,"4,0 de 5 estrellas",Realmente el producto en si funciona bien pero no acaba de llegar a la expectativa. Estéticamente es bonito pero los acabados se ven muy de plástico y de mal calidad. El uso tiene sus fallos ya que tarda bastante en coger temperatura. No hace mal cafe pero no la volvería a comprar por ese precio se pueden encontrar mejores cafeteras,Ro,Revisado en España el 17 de abril de 2024,realmente producto funciona acaba llegar expectativa estéticamente bonito acabados ven plástico mal calidad uso fallos tarda bastante coger temperatura mal volvería comprar precio pueden encontrar mejores cafeteras
Buena Relación Precio/Calidad,"5,0 de 5 estrellas","Qué Pasada!!

la Compramos para Reyes cansados de dejarnos el sueldo en comprar cápsulas y con ganas de disfrutar de un buen café. La maquina llegó en tan sólo 2 días. Venía en su caja de Ikhos dentro de una caja de Amazon todo super bien cuidado al detalle para que no sufriera ningún daño.

Dentro de la máquina se incluye el brazo para el café con dos filtros (para hacer 1 o 2 cafés).

En cuanto al funcionamiento, es una máquina muy intuitiva aunque, como bien explican las instrucciones, es necesario realizar una buena limpieza previa para tener un buen café a posterior. la máquina permite hacer los cafés (en el cantidad que desees), calentar y/o espumar leche y sacar agua caliente para los té.
El café n está nada mal, a mi al principio me costó cogerle el truco porque me salía súper espumoso pero una vez vi el problema, ahora sale un café con consistencia, textura y aroma intenso.Lógicamente, para que esto salga bien, también es necesario comprar un buen café (la máquina no hace milagros).

En cuanto al ruido, tema que me preocupaba mucho, es muy similar al ruido que te puede hacer una cafetera de cápsulas así que, con cerrar la puerta de la estancia, es suficiente para no molestar al resto de habitantes de la casa.

Ahora bien, también doy dos ""contras"":
1. No cabe una taza normal así que, para hacer un café con leche es necesario que quites la bandeja goteo para poner la taza.
2. La máquina es de plástico cosa que dificulta bastante limpiar el café que luego gotea. Así pues, si salpica una gota y no la limpias al momento, te quedará marcada de por vida.",LHO,Revisado en España el 26 de febrero de 2021,pasada compramos reyes cansados dejarnos sueldo comprar cápsulas ganas disfrutar buen maquina llegó tan sólo días venía caja ikhos dentro caja super cuidado detalle sufriera ningún daño dentro incluye brazo filtros hacer cafés cuanto funcionamiento intuitiva aunque explican instrucciones necesario realizar limpieza previa tener buen posterior permite hacer cafés cantidad desees calentar espumar sacar caliente té n mal principio costó cogerle truco salía súper espumoso vez vi problema ahora sale consistencia textura aroma salga necesario comprar buen milagros cuanto ruido tema preocupaba similar ruido puede hacer cápsulas así cerrar puerta estancia suficiente molestar resto habitantes casa ahora doy cabe taza normal así hacer necesario quites bandeja goteo poner taza plástico cosa dificulta bastante limpiar luego gotea así pues salpica gota limpias momento quedará marcada vida
"Decepcionante, tanto la cafetera como el servicio postventa.","1,0 de 5 estrellas","EDITO: El café lo hace bueno, no sabe para nada a plástico. El servicio postventa nefasto, he tenido que hablar con ellos varias veces, se han llevado la cafetera, la he vuelto a recibir (sin ningún mensaje previo por su parte en cuanto a que se le ha hecho a la cafetera, tuve que preguntar yo después de recibirla...) la cafetera sigue igual, el vapor no funciona como debería, no sube el termostato, con lo cual no hace la espuma de la leche, si hay gente a la que su cafetera le llega al icono del vapor (o por lo menos sube más que el icono del café...) cuando pulsa el botón, porque la mía no? Está claro que algo falla...ahora me dicen que se la vuelven a llevar, pero que si “ellos consideran” que está bien tengo que pagar otros 5€, ya os he grabado los vídeos de como NO FUNCIONA BIEN la cafetera, lo que no es normal es que con 2 meses y poco no funcione como debería, que si que hace café, que si que calienta la leche, pero que si para calentar la mitad de una jarra de 150ml (o sea 75 ml de leche) tengo que esperar a que la luz se encienda 3 veces, porque el termostato sube y baja, y la luz se enciende y se apaga...pues no me salen las cuentas.
Yo quiero una cafetera como esos a los que les llega el indicador de temperatura hasta dónde tiene que llegar, porque a ver por unas cafeteras llegan y otras no???
Por otro lado, mi cafetera es la de color amarillo, NO LA COMPRÉIS, sobre todo en este color...la bandeja recoge gotas ya no es amarilla, ya es de color café, yo la tengo que limpiar después de cada café, porque el plástico chupa todo el color y ya puedes frotar que no hay quien lo quite, gota que cae de café gota que queda perenne...
En fin, que después de estos mese NO LA RECOMIENDO para nada, y con el servicio técnico tampoco recomendaría ningún producto de esta firma, Ikohs.
Ahora de momento me toca intentar luchar por lo que creo que es justo, una cafetera que cumpla TODAS sus funciones perfectamente, que me he gastado 110€ tampoco es una cafetera barata....

La cafetera hace un café magnífico! Tenía dudas por eso de que en algunas opiniones decían que sabía a plástico, hay que LAVAR todo bien antes del primer uso, y después vaciar un depósito de agua sin cafe (se tarda unos 5 minutos en hacer esto). Después obviamente el café que compres tambien influye, pero yo he probado de Starbucks, Marcilla expresso y descafeinado y todos perfectos!! La tenemos funcionando a pleno rendimiento! Nos hemos vuelto cafeteros!!!
Eso si, después de comprarla vi que aunque, en mi caso, la envía la marca iKohs, pedirla por Amazon es más caro que pedirla en su web, me podría haber ahorrado unos 20€...",Alicia TM,Revisado en España el 12 de diciembre de 2020,edito bueno sabe plástico servicio postventa nefasto hablar varias veces llevado vuelto recibir ningún mensaje previo parte cuanto hecho preguntar después recibirla sigue igual vapor funciona debería sube termostato espuma gente llega icono vapor menos sube icono pulsa botón claro falla ahora dicen vuelven llevar consideran pagar grabado vídeos funciona normal funcione debería calienta calentar mitad jarra ml esperar luz encienda veces termostato sube baja luz enciende apaga pues salen cuentas quiero llega indicador temperatura dónde llegar ver unas cafeteras llegan lado color amarillo compréis color bandeja recoge gotas amarilla color limpiar después cada plástico chupa color puedes frotar quite gota cae gota queda perenne fin después mese recomiendo servicio técnico tampoco recomendaría ningún producto firma ikohs ahora momento toca intentar luchar creo justo cumpla toda funciones perfectamente gastado tampoco barata magnífico dudas opiniones decían sabía plástico lavar primer uso después vaciar depósito tarda minutos hacer después obviamente compres tambien influye probado starbucks marcilla expresso descafeinado perfectos funcionando pleno rendimiento vuelto cafeteros después comprarla vi aunque caso envía marca ikohs pedirla caro pedirla web podría haber ahorrado
"Está bien,sin más.","4,0 de 5 estrellas","A ver… está chula, para ponerte unos expresos,mola, pero para los que bebemos tazas enormes de café… es un quiero y no puedo. Pero eso si, va estupendamente.",Ramón Torres,Revisado en España el 13 de julio de 2024,chula ponerte expresos mola bebemos tazas enormes quiero puedo va estupendamente
Buena máquina para los cafeteros,"4,0 de 5 estrellas","Me encanta hacer café con esta máquina. Queda espumoso y más ecológico que el de cápsulas. Si eres cafetero y te gusta probar mezclas, esta máquina te servirá.
Tiene también para calentar la leche.",Manel,Revisado en España el 24 de junio de 2024,encanta hacer queda espumoso ecológico cápsulas cafetero gusta probar mezclas servirá calentar
Genial,"5,0 de 5 estrellas","Hace un café fantástico, mejor que en según que bar.",f-traxx,Revisado en España el 19 de julio de 2024,fantástico mejor según bar
preciosa,"5,0 de 5 estrellas",a mi marido le encanta como sale el cafe,Noelia,Revisado en España el 12 de junio de 2024,marido encanta sale
Buena cafetera,"4,0 de 5 estrellas","Después de un mes usándola aprovecho para poner un comentario de la experiencia.
Si cumples con las instrucciones de preparado de la cafetera el sabor a plástico del que hablan en algunos comentarios no es tanto. Sí es cierto que las primeras tiradas de café tienen un poco de regusto pero después con el uso desaparece.

Viene con dos tamaños de carga, el pequeño es demasiado pequeño, quizás para un expreso demasiado expreso. Yo siempre uso el ""grande"" solo para hacer 1 café. Es decir, que si quiero hacer dos cafés, uso una carga del grande para cada uno. El pequeño lo tengo guardado en un cajón y no creo que lo use. En resumidas cuentas, si vives sólo o en pareja va perfecta.

Y hablando del café, sale rico.
Comentar que sale con mucha crema, si no te gusta el café con crema, definitivamente no sería tu cafetera ideal.

Y por último, el vaporizador. Para lo pequeño que es me sorprendió la cantidad de espuma que le saca a la leche. Va bastante bien. Eso sí, tienes que esperar un poco a que suba la temperatura de la máquina para usarlo pero es rápida.

La única pega: no tiene temporizador a la hora de sacar el café. Es decir, tienes que pararlo manualmente con la cantidad que quieras. Si te pasas se agua y si no llegas se queda corto de café. Pero bueno, con el uso aprendes a controlar los segundos, cuestión de práctica.

En general la recomiendo. Además visualmente es muy bonita y fácil de limpiar.",An,Revisado en España el 6 de febrero de 2022,después usándola aprovecho poner comentario experiencia cumples instrucciones preparado sabor plástico hablan comentarios cierto primeras tiradas regusto después uso desaparece viene tamaños carga pequeño demasiado pequeño quizás expreso demasiado expreso siempre uso grande solo hacer decir quiero hacer cafés uso carga grande cada pequeño guardado cajón creo use resumidas cuentas vives sólo pareja va perfecta hablando sale rico comentar sale mucha crema gusta crema definitivamente ideal último vaporizador pequeño sorprendió cantidad espuma saca va bastante esperar suba temperatura usarlo rápida única pega temporizador hora sacar decir pararlo manualmente cantidad quieras pasas llegas queda corto bueno uso aprendes controlar segundos cuestión práctica general recomiendo además visualmente bonita fácil limpiar
