title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Agua con cafe,"1,0 de 5 estrellas",Para los amantes de agua manchada de café lo recomiendo,Javi,Revisado en España el 1 de mayo de 2024,NEU,POS,POS
No recomiendo,"1,0 de 5 estrellas","El primer año con bastantes problemas de funcionamiento. Se le estropeo el molinillo de repente y la mande a arreglar al estar en garantía. Un mes tardaron en arreglarla… pero ahora hace un ruido raro, seguramente no tardara en fallar de nuevo.
Gasta mucha agua! No recomendable",Cliente Amazon,Revisado en España el 21 de noviembre de 2023,NEU,NEG,NEG
Usado e incompleto,"1,0 de 5 estrellas",Me hubiera gustado poder disfrutar de este producto pero llegó que le faltaban piezas como lo de la leche para hacer los capuchinos y llego usado... Muy decepcionada te gastas 509 euros para que te envíen un producto usado y sin comprobar que este completo. En fin sin palabras. Mejor comprarle a la marca directamente.,virginia,Revisado en España el 9 de septiembre de 2023,NEU,NEG,NEG
Producto usado,"1,0 de 5 estrellas","Ojo cuidado, compré esta cafetera nueva. No es un producto de 2°mano. Y en las fotos podéis ver el estado de uso, con restos de café por todos sitios, incluso el embalaje tenía restos de etiquetas de envíos anteriores, la caja destrozada.... Una auténtica vergüenza para un producto ""nuevo"" vendido y enviado por Amazon. No he llegado ni a enchufarla a ver si funciona, se va de vuelta y no se si comprarla en otro sitio o devolver también el café y seguir con mi italiana de toda la vida. Compras así te quitan las ganas de probar cosas de este tipo que no son precisamente baratas.",César,Revisado en España el 23 de noviembre de 2022,NEU,NEG,NEG
"Comprada, devuelta por fallar, vuelvo a comprar vuelve a fallar.","1,0 de 5 estrellas","La compre y tuve problemas con el espumador de leche, o petardeaba o directamente no salía leche, solo vapor, imposibilitando hacer un café con leche o cappuccino. La devolví y la volví a comprar, porque cuando funcionaba, era una gran cafetera. La 2ª, empezó muy bien la primera semana, sin ningún fallo, pero hoy ha empezado igual que la otra, por lo que me huele que esta también será devuelta y habrá que mirar otro modelo.",Imanol,Revisado en España el 8 de junio de 2023,NEU,NEU,NEG
Estaba rota,"1,0 de 5 estrellas","No se como revisa Amazon los productos de 2° mano. Compre el producto en estado muy bueno según Amazon, y la cafetera estaba rota y averiada. He perdido toda la confianza en este tipo de productos de Amazon.",jose antonio,Revisado en España el 28 de octubre de 2023,NEU,NEG,NEG
Mal producto y mala gestión de Amazon,"1,0 de 5 estrellas",No es normal que a los tres meses deje de funcionar. Es imposible hacer la descalcificación. Y el trato de Amazon me ha parecido nefasto.,MIGUEL ANGEL,Revisado en España el 20 de noviembre de 2023,POS,NEG,NEG
"Buena cafetera, pero la recibí reacondicionada.","1,0 de 5 estrellas","La cafetera es excelente. Cambiar las cápsulas por una superautomatica ha sido un gran acierto. Café recién molido, con todo el aroma, cuerpo y sabor, y además con un ahorro considerable. Le doy 1 estrella porque el manual no me llegó en español, y encontré restos de la café en el depósito de desechos, indicativo de que la cafetera fue usada. Si compro un producto nuevo, no quiero uno reacondicionado. Muy mal en este caso por parte del vendedor.",D.,Revisado en España el 11 de febrero de 2023,POS,POS,NEG
NO COMPRAR,"1,0 de 5 estrellas","Articulo PENOSO no gasten tanto dinero en esta cafetera, al medio año me falló, lo envié al servicio técnico y un mes después no tengo ningún tipo de respuesta, ahora mismo no se ni donde esta ni que tiene, además de esto decir que la maquina falla mucho el dispensador de leche, y en mi caso el cafe salía siempre la misma cantidad, aunque sacaras un cafe corto no paraba de salir agua lo q hacía que en vez de café fuese agua manchada, articulo que no vale NO COMPRAR",Ismael,Revisado en España el 19 de diciembre de 2022,NEU,NEG,NEG
La seriedad de Amazon,"1,0 de 5 estrellas","No puedo tener una buena opinión sobre esta cafetera porque me vino mal, perdía mucha agua y no salía bien el café la tuve que devolver, Amazon sin problemas me hizo el reembolso muy rápido por lo que pude hacer otro pedido pero más caro, claro que la diferencia en calidad es muy grande se trata de la de,longhi eletta Explorer, maravillosa y sin problemas.",carlos,Revisado en España el 6 de junio de 2023,NEU,NEG,NEG
Muy decepcionante,"1,0 de 5 estrellas","Un mes y a reparar dos veces. DeLonghi ofrece 0 soluciones. No espuma, pasado un mes de comprarla dejo de espumar solo calentando la leche, una máquina nueva y a reparar, 3 semanas para que te la devuelvan y sigue con el mismo problema. Solución que te dan, que la envies a reparar otra vez... En el servicio de asistencia técnica nos comentan que es un error muy común.

El servicio de atención al cliente lamentable. Solo te derivan al SAT y no te ofrecen más soluciones. Muy decepcionados con DeLonghi.",Diego,Revisado en España el 12 de noviembre de 2022,NEU,NEG,NEG
Muy mala experiencia con proceso de descalcificación,"1,0 de 5 estrellas","La cafetera no tenía ni un mes cuando apareció el testigo para realizar una descalcificación. Lo realizamos siguiendo pormenorizadamente todos los pasos, pero la cafetera no lo detecta y se ha quedado encallada en este paso, con lo que ahora lo tenemos que mandar al servicio de asistencia. Muy mala experiencia de momento con un producto que no tiene ni un mes.",GM,Revisado en España el 11 de marzo de 2023,NEU,NEG,NEG
Decepcionante envío,"1,0 de 5 estrellas","El producto ha venido sin su embalaje original, solo dentro de esta caja y con papel burbuja.
Al utilizarla, pierde agua.",Mireia,Revisado en España el 27 de diciembre de 2023,POS,NEG,NEG
Decepcionados,"1,0 de 5 estrellas","Compramos la cafetera con toda la ilusión del mundo y hemos quedado muy decepcionados. Después de leer las buenas reseñas que tiene nos decidimos a comprarla y resulta que el café que hace no corresponde con el precio de la máquina, aguado y sin crema. El café utilizado ha sido de calidad y después de probar todas las posiciones del molinillo no ha habido forma de sacar un café decente. Por supuesto la hemos devuelto.",alberto,Revisado en España el 16 de agosto de 2022,NEU,NEG,NEG
Malisima,"1,0 de 5 estrellas","Tenía el modelo anterior de cafetera es decir la versión del 2016/17 me decidí a coger esta, y no tiene comparación difícil de entender...nada bien explicado y para colmo me viene estropeada, me llego sin filtro ya el 1 día...y el 2 que pido el filtro mi sorpresa es que ni café apenas llegue hacer, me sale continuamente un triángulo 🔺️ rojo fijo y no me deja hacer nada es como que el sistema está pillado, la apagas, la desenchufas y no hay manera de reserearla, hoy me la vienen a recoger los de seur....penosa mi experiencia",Leticia,Revisado en España el 1 de junio de 2022,NEU,NEG,NEU
Delonghi NO DA SOPORTE AL MODELO NUEVO EN ESPAÑA POR NO SER DE AQUI ECAM292.33.SB,"1,0 de 5 estrellas","Dos maquinas y ninguna de ellas se ha podido poner en marcha porque no inicia el llenado del circuito del agua. Se supone que es el modelo nuevo Versión 2022 con Type ECAM292.33.SB No la compréis. El Servicio Técnico de DeLonghi dice que no pueden darme soporte al no ser un producto ni comprado en su web y no ser un modelo comercializado en España. Así que evitar llevaros el disgusto, era un regalo y menuda cara se me ha quedado. Por supuesto la he devuelto ya que si no me dan soporte es como no tener garantía y si tiene algún problema ya lo de encontrar piezas no quiero ni pensarlo.",Nathy Benito,Revisado en España el 24 de noviembre de 2021,NEU,NEG,NEU
Me ha venido roto,"1,0 de 5 estrellas","Pedí la cafetera y al llenar el depósito del agua se salía muchísimo por la junta que va a la cafetera, lo vacíe y resulta que tenía una grieta así que he tenido que devolver el producto",María ISabel del Pozo Sánchez,Revisado en España el 4 de julio de 2023,NEU,NEG,NEG
"Muy caro, poca calidad","1,0 de 5 estrellas","Producto de dimensiones muy grandes. Hace mucho ruido, tarda en calentarse y salir el café bastante, no hace crema y desperdicia mucha agua con cada limpieza. A mi no me gusto nada y procedí a su devolución. Realice cafés con granos de calidad y tampoco note mejora.",LR,Revisado en España el 9 de mayo de 2023,NEU,NEG,NEG
Devuelta al cabo de 1h. Extremamente complicada de instalar y descalcificar,"1,0 de 5 estrellas","Es la segunda De'Longhi que compramos, la primera la tuvimos dos años y nos compramos una nueva por la dificultad de seguir la descalficifación.... Y ésta es aún peor.

Instrucciones mal escritas, y al cabo de los tres primeros cafés nos sale OBLIGATORIAMENTE la necesidad de realizar la descalcificación. Cosa que siguiendo el manual (escrito fatal y con pasos muy confusos) no fuimos capaces de terminar, gastando casi 1h en el intento.

No me puedo creer como aún hoy en día no han conseguido un puñetero botón para descalcificar la cafetera facilmente. No la recomendamos.",XIP Informàtica,Revisado en España el 26 de abril de 2022,NEU,NEG,NEG
Descontento,"1,0 de 5 estrellas",Al enchufarla se sale el agua por todos sitios un desastre,Sandra,Revisado en España el 18 de octubre de 2023,NEU,NEG,NEG
Sin potencia suficiente,"1,0 de 5 estrellas","Al final lo he devuelto, con el nivel de molienda más fina, no tenía fuerza para sacar el café. Lo tenía que poner en el medio. Y tardaba muchísimo en tirar un café largo, o americano. No me gustado mucho la calidad del café, ya que he probado otra de otra marca alemana, y salía el café exquisito. Quizás sea que la que me ha tocado a mi no era buena, pero por eso no puedo puntuará bien.",rbn36,Revisado en España el 21 de mayo de 2022,NEU,NEG,NEG
Mala calidad,"1,0 de 5 estrellas","Es un producto que he tenido bastantes problemas, difícil manejo y mala calidad. Con 52 días ya está empezando a tener problemas de funcionamiento, hasta tal extremo que no funciona.",Juan A.,Revisado en España el 28 de mayo de 2023,NEU,NEG,NEG
Me salió muy mala,"1,0 de 5 estrellas",Al mes no funcionaba.,Ana,Revisado en España el 26 de octubre de 2023,NEU,NEG,NEG
"La máquina ha llegado de reparar rota, viene golpeada","1,0 de 5 estrellas","Ha llegado llena de suciedad, no hay derecho, quiero una solución, al conectarla hace ruido raro, tarda mucho tiempo hacer el café, no entiendo que es lo que han hecho, envie la caja con corcho y ha venido sin el, lleva muchas rayaduras!!!!!",Cliente Amazon,Revisado en España el 16 de noviembre de 2022,NEU,NEG,NEG
No recomendable,"1,0 de 5 estrellas",La espumadera yaves la segunda vez que mando toda la máquina al servicio técnico porque no hace espuma,Cliente Jose Luis S.,Revisado en España el 26 de marzo de 2023,NEU,NEG,NEG
Quiero cambio muy mal,"1,0 de 5 estrellas","después de 4 meses , el capuchino dejó de funcionar, se reparó bajo garantía durante 3 meses, se cambiaron muchas piezas de repuesto y aún no se ha reparado",Laropa 2012,Revisado en España el 27 de diciembre de 2022,NEU,NEG,NEG
Nefasto,"1,0 de 5 estrellas",Compro una cafetera de 400€ se supone que nueva y viene manchado con posos de café de otra persona,Maria,Revisado en España el 22 de mayo de 2023,NEU,NEG,NEG
Nunca mas!!!!!,"1,0 de 5 estrellas","Ha funcionado unos meses, Amazon me envia otra , y esta averiada, entonces segun Amazon, ya no pueden hacer nada mas. Como pueden enviar una cafetera que se supone que es nueva y no funciona",Xavier,Revisado en España el 27 de septiembre de 2022,NEU,NEG,NEG
No corresponde con lo q pedí,"1,0 de 5 estrellas","El frente es negro.Yo lo elegido de acero.No corresponde con lo q yo pedí,y ya volví a ver fotos,donde hay alguna q es todo plateado,me hubiera gustado mejor,pq el negro en mi cocina...ufff.Mi pregunta:les queda alguna también plateada por los lados?El embalaje muy bueno.Muchas gracias.",Marta Álvarez Álvarez,Revisado en España el 19 de enero de 2022,NEU,NEU,NEG
Hola Evo delonghi LO BARATO SALE CARO,"1,0 de 5 estrellas",No me ha gustado nada Al día siguiente de llegar salió la luz de emergencia y ha sido imposible limpiarla por dentro porque no salía la pieza q debía extraer para limpiarla. Tengo una AEG y en 12 años mantenimiento desgaste y poco más Sinproblema LO BARATO SALE CARO,Susana,Revisado en España el 16 de mayo de 2022,NEU,NEG,NEG
Decepcionado,"1,0 de 5 estrellas","Pésima, la tuve q devolver fue una decepción para ser una de’longhi",Victor,Revisado en España el 1 de marzo de 2023,NEU,NEG,NEG
Horrible,"1,0 de 5 estrellas","He gastado un paquete de café y no he conseguido un solo café a mi gusto, me considero cafetero",Cliente Amazon,Revisado en España el 4 de diciembre de 2022,NEU,NEG,NEG
No lo puedo decir porque nunca funcionó.,"1,0 de 5 estrellas","Me gusta ba la línea de la cafetera pero nunca funcionó,no se puede lanzar un modelo de cafetera y que no funcione y por lo que he leído en los foros no es la única.",Miguel A.,Revisado en España el 23 de diciembre de 2021,NEU,NEG,NEG
No vale ese dinero.. hay mas baratas y mejores,"1,0 de 5 estrellas","Pierde mucha agua cada vez q se enchega , cicle de limpueza a veces falla y no. Para. Complicada",abdelhakim,Revisado en España el 9 de octubre de 2022,NEU,NEG,NEG
Me ha llegado usada,"1,0 de 5 estrellas",Me ha llegado usada. Devuelta inmediatamente.,Gespy,Revisado en España el 29 de diciembre de 2022,NEU,NEU,NEG
Muy mala calidad,"1,0 de 5 estrellas",Tener que estar descalcificando la cafetera cada semana!!,Cliente Amazon,Revisado en España el 17 de noviembre de 2021,NEU,NEG,NEG
ATENCIÓN MUELE SOLO CAFÉ NATURAL Mediocre - extremadamente delicada molinillo defectuoso,"1,0 de 5 estrellas","La cafetera muele SOLO café 100% natural que es una información fundamental que solo se menciona (entre paréntesis) en un apartado de las instrucciones. Con lo cual la maquina es un timo. El vendedor no lo dice explícitamente. Por ejemplo, en lugar de poner NO VALE PARA CAFÉ TORREFACTO, que es la forma mas explícita de decirlo te dice de no usar granos verdes, con caramelo. Sin saberlo, he puesto granos al 15% de torrefacción: al primer café el molinillo se estropea. Entiendo que se rompa con un uso medio prolongado usando este tipo de café, pero no al primero. UN CONSEJO: NUNCA COMPRAR MAQUINAS CON MOLINILLO INCORPORADO, DELONGHI MENOS.",Roberto,Revisado en España el 24 de junio de 2024,POS,NEG,NEG
No compensa,"1,0 de 5 estrellas","Mis suegros nos regalaron esta cafetera con la que estábamos muy entusiasmados. Y ciertamente, hace muy bien café. Cumple con su función se podría decir. Pero todo lo demás me parece un engorro y ha sido una total desilusión.

La cafetera es innecesariamente incómoda para realizar ciertas acciones, especialmente la descalcificación. Si tenéis que hacer una, poneros a temblar y pedid el día libre en el trabajo. Lo vais a necesitar. Aquí estamos nosotros después de dos días intentando completar la maniobra y no hay manera, la cafetera bloqueada, sin opción de abortar la acción y sin poder hacer uso de ella. Y las confusas instrucciones del fabricante no ayudan.

Además la cafetera gasta mucha agua - demasiada- empezando porque su depósito nunca se aprovecha al máximo y porque siempre hace enjuagues al inicio y al final de un servicio. Suma eso a lo sensible del depósito que cada dos por tres está dando error.

Personalmente, no me compensa el que haga buen café si para llevar a ello me tengo que pelear a diario con la cafetera.",Jordi T. Pardo,Revisado en España el 16 de mayo de 2024,NEU,NEG,NEG
Electrodoméstico usado,"1,0 de 5 estrellas","Compramos la cafetera y nos llega con clara evidencias de ser usada , con restos de café, ralladas y sin libro de instrucciones, una vergüenza.",Antonio García Picazo,Revisado en España el 5 de mayo de 2024,NEU,NEG,NEG
La marca,"1,0 de 5 estrellas","Compre esta cafetera y la tuve que devolver, al principio, el café era excelente, no, lo siguiente. Un aroma perfecto, punto de molido, excepcional. De la noche al día se le enciende el triangulo de avería, y ya no era posible ni hacer café ni descalcificar ni nada de nada, simplemente se paró. Llamé a Amazon y me ofrecieron reenviarla para reparación, así lo hice, estuve 30 días hábiles sin cafetera y sin noticias del servicio técnico, del servicio técnico un cero es mi puntuación. Al cabo de los 30 días me reembolsan el dinero de la cafetera íntegro.
Hasta ahí bien. Me compre la Phillips 5400 y otra caca de vaca. Devolución, he vuelto a delonghi, pero a los modelos antiguos de botones que todavía están en uso y no se oye nada de averías.",Francisco Norte,Revisado en España el 15 de enero de 2024,NEU,NEG,NEG
Horrible,"1,0 de 5 estrellas","Desde el principio dio problemas, la mande a reparar porque Cafe y agua era lo mismo y cuando la trajeron estaba exactamente igual, la he devuelto",Aida,Revisado en España el 21 de junio de 2023,NEU,NEU,NEG
He hecho la devolución y no me devuelvan el dinero,"1,0 de 5 estrellas",La he usado igual porque no tenía cafetera pero no me gustan los cafés ☕️ la cafetera era de filtros y no de moler,Maria Eva Miranda,Revisado en España el 18 de enero de 2023,NEU,NEG,NEG
"Ruidosa, proceso largo para un café","2,0 de 5 estrellas","Hacer un café es todo un ritual. Primero se limpia (expulsa agua que tienes que recoger con un vaso), luego hace el café, (pones tu vaso) y luego se vuelve a limpiar (expulsa agua y tienes que volver a poner el primer vaso). Todo esto se añade al estruendo de hacer un café.... ¡toda una procesión de Semana Santa!
La devolví al día siguiente de llegar.",Carlos García Rivero,Revisado en España el 17 de diciembre de 2022,NEU,POS,NEG
Diferente cafetera,"2,0 de 5 estrellas","Acabo de recibirla y NO ES la cafetera que compro. Ni siquiera en las instrucciones aparecen los iconos que realmente tiene, a alguien más le ha pasado?",chema,Revisado en España el 28 de mayo de 2023,NEU,NEG,NEG
Buena máquina pero se rompió a la semana,"2,0 de 5 estrellas","Parecía una buena cafetera, un café intenso, rico pero la máquina falló a la semana en cuanto usamos café molido. Una decepción porque hacía un café espectacular",Demelsa,Revisado en España el 6 de enero de 2023,NEU,NEG,NEG
La jarra de leche da problemas. Café rico,"2,0 de 5 estrellas","Me han devuelto el producto 2 veces, ya que la jarra de leche da problemas. La primera no hacía espuma para los capuccinos y la segunda si la llenabas más de la primera ranita se caía, no se sostenía",Cliente Amazon,Revisado en España el 11 de mayo de 2022,NEU,NEG,NEG
Mala calidad,"2,0 de 5 estrellas",El sabor del café se echa a perder después de 1 mes. La máquina se rompió al cabo de 8 meses y no quisieron repararla en garantía.,SuperMosho,Revisado en España el 29 de septiembre de 2023,NEU,NEG,NEG
No me gusto y devuelta,"2,0 de 5 estrellas","Critica para el nuevo modelo 2022.
La maquina tiene buena pinta y la parte de café en grano funciona bien, pero la parte de café molido es una tortura. Si echas una medida te dice que falta, si echas 2 que sobra.... al final te lías y acabas tomado café en grano, muy complicado lo de poder tener café descafeinado en premolido.
Por otro lado no comprendo porque le doy al botón de solo leche y antes de empezar a echar leche muele café y cuando acaba de echar leche te echa café!, solo pedí leche.
La he devuelto con mucha pena porque era un regalo.
Por cierto si la intentas registrar en Delonghi no aparece este modelo en su web.",Flopiblas,Revisado en España el 30 de diciembre de 2021,NEU,NEG,NEG
"Buena cafetera, con un exagerado consumo de agua","3,0 de 5 estrellas","Cambiamos la cafetera de capsulas por una que no usara por un tema de respeto al medio ambiente, pero parece que al final hemos ahorrado en capsulas pero gasta tanta agua que es un despilfarro. Sobre la maquina pocas cosas negativas a parte del consumo. Buen café, fácil de usar (aunque las instrucciones son un desastre) y muy bonita (eso es subjetivo claro).",david padrosa,Revisado en España el 22 de febrero de 2022,NEU,NEG,NEU
Demasiado cara para lo que aporta,"3,0 de 5 estrellas","El café está bueno, el espumador de la leche funciona muy mal. Precio elevado para lo que aporta.",Carmen Sancho,Revisado en España el 30 de junio de 2022,NEU,NEG,NEG
Despues de casi un año... SAT,"3,0 de 5 estrellas","Empezamos en Enero de 2022 con la máquina y despues de hacer los ajustes pertinentes a como me gusta el café pues quedó todo perfecto. Los problemas empezaron a llegar en Verano, de buenas a primeras el espumador de leche hacia ruidos raros, un par de veces hacía todo el ciclo de un capuccino pero no echaba la leche... Todo eso pasó hasta que definitivamente el espumador no funciona correctamente, te echa la leche caliente pero sin espuma, de 20 cafes, uno lo hace como siempre y 19 sin la caracteristica espuma. No es problema de limpieza y despues de resetearla a como venía de fabrica tampoco se soluciona problema. Así que en menos de un año toca mandarla al SAT. Debí haber escrito esto antes, porque he visto muchos nuevos comentarios de gente que la ha comprado hace poco... Actualizaré reseña cuando vuelva del SAT (la máquina)",MAMP,Revisado en España el 11 de diciembre de 2022,NEU,NEU,NEG
Un poco desilusionada,"3,0 de 5 estrellas","No a sido lo esperado , no me parece espectacular, por el precio que tiene esperábamos algo más",Mary,Revisado en España el 5 de octubre de 2022,NEU,NEG,NEG
Muy buena pero hasta mucha agua,"3,0 de 5 estrellas","Llevo 6 meses con esta cafetera y no puedo estar más contento. Sale el café muy rico y la leche genial, eso si, debe ser un café de calidad, ya que sino sale bastante malo, pero ya no es culpa de la cafetera sino del café. El sistema de leche es bastante cómodo de usar, el problema que más de 3 días no puedes dejar la leche ya que se pone mala. El único problema es el gasto de agua. Al encender la cafetera hace una limpieza para calentar el circuito y al terminar de prepararlo también. Se podría evitar el primer gasto. Aún así muy contento.",David,Revisado en España el 12 de junio de 2022,NEU,POS,POS
LLEGO USADA!!!,"4,0 de 5 estrellas",La cafetera llego usada,Cristina,Revisado en España el 21 de noviembre de 2022,NEU,NEU,NEU
Estoy satisfecha,"4,0 de 5 estrellas",El café sale muy bien,Elisa,Revisado en España el 6 de octubre de 2022,NEU,POS,POS
Buen cafè,"4,0 de 5 estrellas",Gran calidad,RAMON,Revisado en España el 30 de junio de 2022,NEU,POS,POS
Buen producto,"4,0 de 5 estrellas","Es muy buen producto.
Sólo un detalle, se gasta más agua que en la otra que tenía express a mano.
Antes rellenaba el recipiente de agua cada semana y ahora cada dos días, los cafés son los mismos, no es que me haga más en esta.",compradoraonline,Revisado en España el 27 de febrero de 2023,NEU,POS,POS
Muy buena maquina de momento,"4,0 de 5 estrellas","Venimos de una magnifica S y la cambiamos a esta porque la espumadera no funcionaba correctamente, ahora con el sistema de leche de la EVO todo funciona perfecto. La tenemos desde hace unas semanas, la magnifica la tuvimos 1 mes. En cuanto a la calidad del café, es muy buena, incluso para hacerlo capuccino se nota la calidad respecto a una maquina de gama baja.
Tuvimos un problema un dia con el sistema de la leche ya que no espumaba la leche, solo la calentaba, pero lo solucionamos instalando el dispositivo de sacar agua caliente, utilizando la opción de sacar agua caliente y durante un momento y luego volvimos a poner el sistema de la leche y ya funcionaba perfecto. Supongo que se habría quedado algún residuo y con el agua caliente se limpió. No ha vuelto a pasar.
El café hecho con café premolido sale mejor en esta que en la magnifica s.
En general muy bien tanto funcional como esteticamente.

En unos meses actualizaremos.",Alvarohb,Revisado en España el 14 de marzo de 2022,POS,NEU,POS
lo mas,"5,0 de 5 estrellas",muy buena cafetera…el mejor café que tome 😍,Mihaela rosca,Revisado en España el 8 de octubre de 2023,NEU,POS,POS
Excelente Maquina de Cafe Superautomatica.,"5,0 de 5 estrellas","Como maquina superautomatica, esta súper bien, el cafe, si lo compras bueno, sale fantastico. A la hora de haver cafelatte o capuccino, echo en faltan que puedas elegirasno menos camtidad de crema de leche. Una pena que por el precio, no tengas la opcion de trener la maquina conectada via app l, wifi o Bluetooth.. La recomiendo, pero puedes conseguir opcionesas baratasz con mayornfelixnildiad e incluso calidad.",Josete,Revisado en España el 23 de mayo de 2022,NEU,POS,POS
Buen café,"5,0 de 5 estrellas","Muy sorprendido con la máquina la verdad, hace un muy buen café.",Diseño bueno...material aceptable,Revisado en España el 6 de septiembre de 2023,NEU,POS,POS
CALIDAD Y DISEÑO UNIDOS,"5,0 de 5 estrellas","Una calidad de café excelente, rápida y sencilla y muy precisa en todos sus procesos, si debo añadir un punto negro sólo sería que hace un poco de ruido en el inicio, pero nada más, en conclusión un producto para disfrutarlo en todos sus sentidos....",Cristóbal de Haro Sancho,Revisado en España el 9 de enero de 2023,NEU,POS,POS
Magnifica,"5,0 de 5 estrellas","Muy buena cafetera , muy comoda de usar y limpiar, los cafes salen perfectos",Maverick111,Revisado en España el 30 de junio de 2023,NEU,POS,POS
El café de cada mañana,"5,0 de 5 estrellas","Muy contento con la compra. Responde a las expectativas. El producto llegó en la fecha indicada.
Muy fácil de usar. Intuitiva.",Daniel Sánchez-Patón,Revisado en España el 4 de marzo de 2023,NEU,POS,POS
Casi como en Italia,"5,0 de 5 estrellas",Hasta ahora la mejor máquina que he tenido. Fácil de usar y bien ajustable. Sugerencia de mejora - los pequeños LEDs para el agua y el llenado de judías podrían ser un poco más brillantes. Pero la crítica en un nivel alto. La inversión ha merecido la pena y ahora es muy divertida.,U.K.,Revisado en España el 2 de mayo de 2022,NEU,POS,POS
Fantàstica!!,"5,0 de 5 estrellas","Muy completa, más de lo que me esperaba.",Montse,Revisado en España el 16 de junio de 2023,NEU,POS,POS
Gran cafetera,"5,0 de 5 estrellas","Rápida en la preparación del café, más silenciosa de lo que creía, tengo una de cápsulas que hace tres veces más ruido que está.",Luis Miguel,Revisado en España el 6 de diciembre de 2022,NEU,NEU,NEU
Muy buen café,"5,0 de 5 estrellas",Funciona genial. Hace un café estupendo.,Carlos J. B.,Revisado en España el 11 de julio de 2023,NEU,POS,POS
Excelente café y espumador muy bueno.,"5,0 de 5 estrellas","Perfecta para uso moderado. Fácil de usar y con muchas posibilidades de personalizar las bebidas. Fácil de limpiar y capuchinos muy bien hechos. Solo le falta una tecla para obtener leche caliente espumada sin café….. pero el resto, perfecto",pilar,Revisado en España el 23 de agosto de 2022,NEU,POS,POS
buena compra,"5,0 de 5 estrellas","Desde hace 2 semanas que la llevo utilizando la opinión es positiva. Rico café y variadas opciones.
Por ahora buena compra.",Cliente Amazon,Revisado en España el 14 de diciembre de 2022,NEU,POS,POS
MUY BUENA CALIDAD,"5,0 de 5 estrellas",Cálidas y amortización el gasto a corto plazo.,Fernando,Revisado en España el 14 de mayo de 2023,NEU,NEU,POS
Excelente,"5,0 de 5 estrellas","Funciona de maravilla, y la tengo hace bastantes meses.",Isabel,Revisado en España el 10 de abril de 2023,NEU,POS,POS
Magnifica como su nombre,"5,0 de 5 estrellas","Despues de 9 años de Nesspreso nada que ver con esto, es super facil de usar, cafe exelente, un pelin ruidosa eso si, pero para mi perfecta! Mi mejor compra de este año",M L,Revisado en España el 24 de agosto de 2022,POS,POS,POS
Cafetera DeLonghi Magnifica Evo,"5,0 de 5 estrellas","Cafetera muy buena. Llevamos un mes usándola y estamos encantados con el café, con un sabor intenso y cremoso. También se nota la calidad en cuanto al funcionamiento de la cafetera. Tiene una fácil limpieza y está todo muy bien explicado en la guía.",Joana,Revisado en España el 11 de diciembre de 2021,NEU,POS,POS
Maravillosa 🤩🤩,"5,0 de 5 estrellas","Es magnífica en todo lo centido, el café que hace es buenísimo y con un dedo de espuma.",PPT,Revisado en España el 14 de enero de 2023,NEU,POS,POS
Café perfecto,"5,0 de 5 estrellas","Peazo de maquina, lo tiene todo, muy buenos cafés, me gusta mucho todo.",El poli,Revisado en España el 3 de diciembre de 2022,NEU,POS,POS
Buena maquina a un mes de uso,"5,0 de 5 estrellas",Esta de lujo. Prepara unos café y machiato buenísimos. Puntos encontra?. Gasta bastante agua al autoliamparse.,Hugo Ledesma,Revisado en España el 10 de enero de 2023,NEU,POS,POS
Funciona bien,"5,0 de 5 estrellas",Súper contento,Gabriel,Revisado en España el 24 de abril de 2023,NEU,NEU,POS
PERFECTO CAFE,"5,0 de 5 estrellas",me encanta esta cafetera la ame recomendadisima,Claudia,Revisado en España el 27 de enero de 2023,NEU,POS,POS
Muy buena cafetera,"5,0 de 5 estrellas","La verdad es que de momento no tenemos queja ninguna de la cafetera.
Es muy bonita, funciona muy bien, hace muy buenos cafés, intuitiva, fácil.
Estamos muy contentos de momento.",Angel,Revisado en España el 15 de enero de 2022,NEU,POS,POS
UNA MARAVILLA,"5,0 de 5 estrellas",Teníamos una de cápsulas y nos compramos esta maravilla. Hemos pasado del Paleolítico al siglo XXI!!!.,Julian Muro Lozano,Revisado en España el 16 de julio de 2022,NEU,NEG,POS
Impresionante,"5,0 de 5 estrellas","Decir que es un maquinon, me quedo corta. Excelente en todo. Los cafés buenísimos",vanesa bustamante,Revisado en España el 11 de julio de 2022,NEU,POS,POS
Fantástico,"5,0 de 5 estrellas",Hace unos ☕️ buenísimo 👏,Juan carlos,Revisado en España el 20 de noviembre de 2022,NEU,POS,POS
Muy buena,"5,0 de 5 estrellas",Calidad precio,José A.,Revisado en España el 25 de diciembre de 2022,NEU,NEU,POS
Perfecta,"5,0 de 5 estrellas",Funciona perfectamente. Fácil de limpiar,AMG,Revisado en España el 15 de septiembre de 2022,NEU,POS,POS
buen café y bonita,"5,0 de 5 estrellas","Hace un buen café, parametrizable al gusto. Consume bastante agua para limpiezas. Es bonita de diseño, funcional y muy pràctica","Vicenç Peracaula,",Revisado en España el 21 de febrero de 2022,NEU,POS,NEU
Impresionante 🤩,"5,0 de 5 estrellas","Impresionante la cafetera 😍😍😍😍. Una pasada y mucho mejor comprarla en Amazon , seguridad al máximo.",ramon,Revisado en España el 2 de abril de 2022,NEU,POS,POS
